"","(Intercept)","distribution","FAL_L","FL_L","FTL_L","HH","INF","s(temp, by = distribution)","SFT_L","substrate","SVL","TAL","TL_L","TRL","df","logLik","AICc","delta","weight"
"850",0.0193443712906406,"+",NA,NA,NA,-0.599441781666898,NA,"+",NA,"+",0.0496863125901698,NA,NA,NA,11,-237.089802982743,497.850492041435,5.16360414158646,0.00201865088606438
"710",-2.63706348528457,"+",NA,-0.247350526814722,NA,NA,NA,"+",0.166881265946394,NA,0.0484718238572425,NA,NA,NA,11,-237.090377911166,497.85164189828,5.16475399843148,0.00201749063985608
"5704",-0.414804968638493,"+",0.604257856052606,-0.342445666101242,NA,NA,NA,"+",NA,NA,0.0674316150765306,-0.00833601563050746,NA,0.0367598796511088,13,-234.775556546467,497.884446426268,5.19755852641867,0.00198466913510847
"2642",0.0381342229092006,"+",NA,NA,NA,-0.634784407823734,NA,"+",NA,NA,0.0497260407640702,NA,0.0425457156416033,NA,11,-237.108791770341,497.888469616631,5.20158171678202,0.00198068079704479
"2924",-0.37127959452505,"+",0.938081322341488,NA,-0.628976238096744,NA,0.0547257947527053,"+",NA,"+",0.0610897250780221,NA,-0.249901115543722,NA,14,-233.596305767182,497.902288953718,5.21540105386941,0.00196704212286846
"626",0.0478919054509263,"+",NA,NA,NA,-0.595570907235023,0.0155060017966065,"+",NA,NA,0.049257179119869,NA,NA,NA,11,-237.121702730251,497.914291536452,5.22740363660307,0.00195527268120613
"1744",-1.91830237456773,"+",0.749376272448668,-0.155261567828377,-0.528777817706249,NA,NA,"+",0.106490908070102,NA,0.05771440268483,-0.00371841238070875,NA,NA,14,-233.605519856317,497.920717131989,5.2338292321399,0.00194900086593121
"2780",-1.39006342998008,"+",0.760904389213824,NA,-0.630195155871798,-0.279327557882333,NA,"+",0.0786497028745397,NA,0.0545198800766203,NA,-0.0459527392171968,NA,14,-233.607295489245,497.924268397844,5.23738049799488,0.00194554322647565
"764",-1.59533656652818,"+",0.734970024152201,NA,-0.647154616392715,-0.28353400255971,0.0258177828240847,"+",0.0909358993844602,NA,0.054104853349106,NA,NA,NA,14,-233.61046867142,497.930614762195,5.24372686234574,0.0019393794479559
"5720",-0.234584036406477,"+",0.585943342304786,-0.31029254477448,NA,-0.64632878081673,NA,"+",NA,NA,0.0617762460934525,-0.00565776442148666,NA,0.151613702382598,14,-233.616930945581,497.943539310517,5.25665141066838,0.00192688705437104
"1640",-0.446488238571283,"+",0.600814852977674,-0.346792140788442,NA,NA,-0.00737595945040133,"+",NA,NA,0.0680140032927309,-0.00864896364079438,NA,NA,13,-234.808678935646,497.950691204625,5.26380330477639,0.00192000891354873
"4844",-2.1695423479561,"+",0.721270266095929,NA,-0.652475999231162,NA,0.184113666028052,"+",0.128265253495218,NA,0.0528232355237785,NA,NA,0.132541730941712,14,-233.632669816412,497.975017052179,5.2881291523305,0.00189679743734165
"6988",-0.327929480574579,"+",0.947706797857497,NA,-0.608292042576175,NA,NA,"+",NA,"+",0.0609187146605241,NA,-0.262497444951812,0.0135923249346115,14,-233.635745124754,497.981167668863,5.29427976901434,0.00189097316067325
"2656",-0.192572196970058,"+",0.816179021832718,-0.159438227518433,-0.520475429527504,-0.345636766399519,NA,"+",NA,NA,0.0580705119460016,NA,-0.10913928313984,NA,14,-233.636822512936,497.983322445227,5.29643454537802,0.00188893694563173
"892",-0.287031189696874,"+",0.789641099358719,NA,-0.625351801153975,-0.394303623932828,0.0336675203962953,"+",NA,"+",0.0584667585405324,NA,NA,NA,14,-233.65049523408,498.010667887516,5.32377998766685,0.00186328579761958
"2756",-1.10108421749943,"+",0.544664613085424,NA,NA,NA,NA,"+",0.0458245762168319,NA,0.063768616476495,NA,-0.255114780906197,NA,12,-236.026805907077,498.04087296065,5.35398506080139,0.00183535688528456
"3788",-1.48680628594254,"+",0.78431677234103,NA,-0.581137903054025,NA,NA,"+",0.0817777715260637,NA,0.0568579530456302,-0.00361332598172003,-0.0865112475891825,NA,14,-233.666424352027,498.042526123408,5.35563822355948,0.00183384044027823
"632",-0.366652712768821,"+",0.556526953387289,-0.415472516499778,NA,-0.554222015852965,-0.0335885850202067,"+",NA,NA,0.0642080595696276,NA,NA,NA,13,-234.857068711782,498.047470756898,5.36058285704883,0.00182931220577218
"1772",-1.90142828515775,"+",0.737584604296393,NA,-0.615303826910786,NA,0.0390053074203334,"+",0.107039827366603,NA,0.0560147175712435,-0.00350871519836203,NA,NA,14,-233.692150078817,498.093977576989,5.40708967714022,0.00178726522145731
"1606",0.0715581011716059,"+",NA,-0.119485282958363,NA,NA,NA,"+",NA,NA,0.0506032141955158,-0.00776538607827292,NA,NA,11,-237.218822834246,498.108531744442,5.42164384459329,0.00177430635137791
"5836",-1.90373277814291,"+",0.740235141985773,NA,-0.595838565588809,NA,NA,"+",0.109105384415682,NA,0.0559131446649247,-0.003642687284111,NA,0.0171885408308315,14,-233.706858209127,498.12339383761,5.43650593776067,0.0017611702661062
"2660",-0.369601185545147,"+",0.594098479104404,NA,NA,NA,-0.00899237655121702,"+",NA,NA,0.0648621640896044,NA,-0.307370628168043,NA,12,-236.072583765117,498.132428676732,5.44554077688269,0.00175323226423756
"2768",-1.81719669520519,"+",0.805178588388582,-0.14727514336061,-0.597618364134147,NA,NA,"+",0.102567640991905,NA,0.0563526977394123,NA,-0.0849167718464448,NA,14,-233.724661039237,498.158999497828,5.47211159797939,0.00173009389551446
"5714",0.256382015827772,"+",NA,NA,NA,-0.69740993794807,NA,"+",NA,NA,0.0450175881541862,-0.00521653112349583,NA,0.141153088611004,12,-236.087097101782,498.161455350062,5.47456745021259,0.00172797077182227
"640",-0.200377022058417,"+",0.76643973794003,-0.17506621588005,-0.532335577348385,-0.420014361242422,0.01522482085925,"+",NA,NA,0.0578574468596041,NA,NA,NA,14,-233.726448190345,498.162573800046,5.47568590019659,0.00172700471752725
"1988",-1.85587354944393,"+",0.499783915138358,NA,NA,NA,NA,"+",0.0807616999813848,"+",0.0675297306213774,-0.00937832293373371,NA,NA,13,-234.915432321958,498.16419797725,5.4773100774006,0.00172560280599577
"752",-2.21246096146726,"+",0.757458043231631,-0.152574935187595,-0.628530479098182,NA,0.0521576469565721,"+",0.126040314311039,NA,0.0556397028486907,NA,NA,NA,14,-233.72986793073,498.169413280814,5.48252538096506,0.00172110889658523
"1634",0.00611497579885794,"+",NA,NA,NA,NA,0.0563079717302259,"+",NA,NA,0.0517060547497882,-0.00821783354081246,NA,NA,11,-237.25166129293,498.17420866181,5.48732076196075,0.00171698715344495
"3664",-0.245616609676305,"+",0.84828786137662,-0.138811137009244,-0.468697954473802,NA,NA,"+",NA,NA,0.0608548001377907,-0.00442942417192442,-0.165482791573912,NA,14,-233.734230552064,498.178138523482,5.49125062363294,0.00171361670487555
"2684",-0.158394131524752,"+",0.81381839964274,NA,-0.600318233454332,-0.322493678989398,0.016329601040418,"+",NA,NA,0.0565459403408485,NA,-0.122234076882692,NA,14,-233.745803973245,498.201285365845,5.51439746599601,0.00169389861995008
"1610",0.108221608869752,"+",NA,NA,-0.0697296740188534,NA,NA,"+",NA,NA,0.0492497231322709,-0.00769135960555129,NA,NA,11,-237.266138133962,498.203162343874,5.51627444402538,0.00169230966043041
"4816",-2.23225768590913,"+",0.761470684979966,-0.158779193771967,-0.600457010521661,NA,NA,"+",0.130173989882936,NA,0.0554081207925059,NA,NA,0.0293247609148674,14,-233.748630995949,498.206939411254,5.52005151140474,0.00168911669258599
"3912",-0.681841594283287,"+",0.78361785244159,-0.400440211901763,NA,NA,NA,"+",NA,"+",0.0721744492260084,-0.00721237516886331,-0.230264881720853,NA,14,-233.749562527612,498.208802474579,5.52191457472975,0.00168754395954422
"4802",-2.58595570611255,"+",NA,NA,NA,NA,NA,"+",0.166641169494604,NA,0.0480101705290696,NA,NA,0.0823594341422801,11,-237.274620055538,498.220126187026,5.53323828717726,0.00167801632577227
"7748",-0.326647642904907,"+",0.617394822802778,NA,NA,NA,NA,"+",NA,NA,0.0648374963942442,-0.00776880921523333,-0.22606904858841,0.071870536626574,13,-234.950429592054,498.234192517441,5.54730461759175,0.0016662559644921
"5698",0.0718959496107018,"+",NA,NA,NA,NA,NA,"+",NA,NA,0.050797350677839,-0.00820839967781917,NA,0.0188671856559817,11,-237.285282679163,498.241451434275,5.5545635344256,0.00166021931926015
"3650",0.0503355579923079,"+",NA,NA,NA,NA,NA,"+",NA,NA,0.0512053456417854,-0.0083798158102789,0.000507624991646822,NA,11,-237.293124148763,498.257134373475,5.57024647362573,0.00164725166910285
"1900",-0.392650531189331,"+",0.803887549173379,NA,-0.562324539743387,NA,0.0526965892659718,"+",NA,"+",0.0624754203660409,-0.00561616594487292,NA,NA,14,-233.774327062282,498.258331543919,5.57144364407031,0.0016462659436461
"964",-2.66078920873287,"+",0.412014463094203,NA,NA,NA,NA,"+",0.133708515904681,"+",0.0648691543844659,NA,NA,NA,12,-236.140027592337,498.267316331171,5.58042843132171,0.00163888685630728
"962",-2.79872208931967,"+",NA,NA,NA,NA,NA,"+",0.168949759157296,"+",0.0509262565673554,NA,NA,NA,11,-237.303457599818,498.277801275586,5.59091337573716,0.00163031751939306
"2796",-1.77247628643993,"+",0.792703360578961,NA,-0.67631814542021,NA,0.0483119888451392,"+",0.100792516684086,NA,0.0548696225678287,NA,-0.0867495394937106,NA,14,-233.787250239507,498.284177898369,5.59728999852018,0.00162512783703213
"6860",-1.6825054700711,"+",0.806255087362596,NA,-0.641193162108025,NA,NA,"+",0.0982983616529117,NA,0.054708312374274,NA,-0.109314064092285,0.0369772224625367,14,-233.787705070121,498.285087559597,5.59819965974839,0.00162438884721036
"4804",-2.35286660014971,"+",0.402089186640971,NA,NA,NA,NA,"+",0.130152429983915,NA,0.0605949247990438,NA,NA,0.106609884182969,12,-236.151232889018,498.289726924532,5.60283902468313,0.00162062514786266
"6764",-0.142054589222566,"+",0.852587139865176,NA,-0.579052034029198,NA,0.184035880531266,"+",NA,NA,0.0563813863804803,NA,-0.217346376806062,0.145325506158727,14,-233.792509472591,498.294696364538,5.60780846468867,0.00161660334673479
"5748",-0.14800149925799,"+",0.456191794072697,NA,NA,-0.790375511357427,0.25963326667574,"+",NA,NA,0.0569330689246941,-0.00401986159720917,NA,0.340383028442403,14,-233.796786839957,498.303251099269,5.61636319942022,0.00160970330785681
"5964",-0.396787316467499,"+",0.811385114226856,NA,-0.556025211310476,NA,NA,"+",NA,"+",0.0630223367180352,-0.00608838581795485,NA,-0.0258945876808269,14,-233.798526336975,498.306730093305,5.61984219345618,0.00160690566770175
"7756",-0.186288695350194,"+",0.847609038786065,NA,-0.520725210066312,NA,NA,"+",NA,NA,0.0591826132092514,-0.00423160620090471,-0.183249463316109,0.0265071496612768,14,-233.803220078855,498.316117577066,5.62922967721659,0.00159938094064988
"3692",-0.218875898466942,"+",0.84089849075527,NA,-0.542299842293182,NA,0.0257011038949473,"+",NA,NA,0.0593773627930226,-0.0042754758728277,-0.170491657175162,NA,14,-233.810715972296,498.331109363947,5.644221464098,0.0015874369728287
"4818",-1.1293093186475,"+",NA,NA,NA,-0.685564964987864,NA,"+",0.0867672519565033,NA,0.0436568310913923,NA,NA,0.177579657591173,12,-236.220313140772,498.427887428041,5.74099952819233,0.00151245130716428
"6728",-0.320377359096757,"+",0.710700788509021,-0.362965701635782,NA,NA,NA,"+",NA,NA,0.0650480391588869,NA,-0.276220236949571,0.0970182404639723,13,-235.057260774043,498.447854881419,5.76096698156994,0.0014974265331014
"3684",-0.38040975109726,"+",0.604593218407031,NA,NA,NA,-0.0320629757073604,"+",NA,NA,0.065997883029683,-0.00861928607027867,-0.207759299614387,NA,13,-235.059940479005,498.453214291344,5.76632639149477,0.00149341924336486
"738",-2.55408069275316,"+",NA,NA,NA,NA,0.0529160218218482,"+",0.156163660489514,NA,0.0504321006480817,NA,NA,NA,11,-237.393221815133,498.457329706214,5.7704418063654,0.00149034938300418
"3780",-0.706350144427004,"+",0.574375752763878,NA,NA,NA,NA,"+",0.0194620819226371,NA,0.0655507607418302,-0.00842888206186708,-0.183385634675353,NA,13,-235.065638732317,498.464610797968,5.77772289811924,0.00148493356195679
"4952",-0.333680701598077,"+",0.611186286772144,-0.413844860654622,NA,-0.712704435513061,NA,"+",NA,"+",0.0632025623259784,NA,NA,0.164865591781565,14,-233.88634971587,498.482376851095,5.7954889512456,0.00147180127127846
"6772",-0.102460451460402,"+",0.476946024470088,NA,NA,-0.811303674625569,0.332799013823009,"+",NA,NA,0.0551595485861634,NA,-0.0962828520921354,0.410949330678291,14,-233.900238661184,498.510154741723,5.82326684187444,0.00145150080626585
"2754",-2.68702062307403,"+",NA,NA,NA,NA,NA,"+",0.166019774610881,NA,0.0503065066416011,NA,0.0251886719566954,NA,11,-237.423964858484,498.518815792918,5.83192789306918,0.00144522863556966
"1992",-2.17119193832644,"+",0.633799265082311,-0.441576290254707,NA,NA,NA,"+",0.0941704495140385,"+",0.0700533777246907,-0.00749531835744356,NA,NA,14,-233.919760270973,498.549197961301,5.86231006145238,0.00142343996149278
"4708",-0.319151018583292,"+",0.428278001344395,NA,NA,NA,0.264908618275212,"+",NA,NA,0.0624216544416529,NA,NA,0.242572209409534,12,-236.288388738265,498.564038623027,5.87715072317815,0.00141291665749928
"1746",-1.13445532283035,"+",NA,NA,NA,-0.425473337685145,NA,"+",0.074780471318904,NA,0.0483564352065164,-0.00635839364985367,NA,NA,12,-236.293164263114,498.573589672725,5.88670177287565,0.00140618532450885
"5956",-0.549859828204628,"+",0.542289565393323,NA,NA,NA,NA,"+",NA,"+",0.0691973022693685,-0.0102486335370943,NA,0.0186232927270916,13,-235.120977178286,498.575287689906,5.88839979005695,0.00140499196774505
"6736",-0.169475470637755,"+",0.892044527019938,-0.138243034500594,-0.537303590646222,NA,NA,"+",NA,NA,0.0588134835035108,NA,-0.215997016840871,0.0416359975837466,14,-233.935666917841,498.581011255036,5.89412335518739,0.0014009769340444
"880",-0.436925410807954,"+",0.853427996785912,-0.238441021055854,-0.585814312442471,NA,0.0797269029249232,"+",NA,"+",0.0630811504443875,NA,NA,NA,14,-233.936505818287,498.58268905593,5.89580115608078,0.00139980214670233
"3666",0.0196628624852405,"+",NA,NA,NA,-0.60604505736725,NA,"+",NA,NA,0.0507561304812242,-0.00792433054275482,0.13214616272919,NA,12,-236.301743331222,498.590747808942,5.9038599090926,0.00139417316507859
"1892",-0.571859626115731,"+",0.541568467668407,NA,NA,NA,-0.00393195400523507,"+",NA,"+",0.0696014394347978,-0.010431256300071,NA,NA,13,-235.128736269628,498.590805872589,5.90391797273992,0.00139413269027664
"2672",-0.220101650717537,"+",0.881548147534823,-0.134745724075343,-0.574697361153406,NA,0.0426930136568039,"+",NA,NA,0.0590539184310003,NA,-0.196348749103048,NA,14,-233.951785341135,498.613248101626,5.92636020177656,0.00137857641033302
"4852",-0.396481696130869,"+",0.417483694323407,NA,NA,-0.868560982656159,0.345074862895715,"+",0.0186912336413531,NA,0.0544299599228427,NA,NA,0.421398072156069,14,-233.961000537709,498.631678494774,5.94479059492483,0.00136593091258081
"1648",-0.276119178274472,"+",0.778503352167234,-0.157528696345809,-0.490486976442004,NA,0.0377369123356621,"+",NA,NA,0.0611935273250491,-0.00527838298222778,NA,NA,14,-233.967279181223,498.644235781801,5.95734788195216,0.00135738158648732
"4694",0.305030072005638,"+",NA,-0.137247063790776,NA,-0.787162143798056,NA,"+",NA,NA,0.0436268400164089,NA,NA,0.17364650426581,12,-236.329254195565,498.645769537627,5.9588816377784,0.00135634103956618
"4980",-0.094087907164379,"+",0.424932683056103,NA,NA,-0.897352192130506,0.349793912197198,"+",NA,"+",0.0546502544919639,NA,NA,0.427196769907103,14,-233.971440947584,498.652559314522,5.9656714146729,0.00135174422029971
"6744",-0.177888007925981,"+",0.618861974599292,-0.34290598240754,NA,-0.676967604932298,NA,"+",NA,NA,0.0602634616843564,NA,-0.102038470360599,0.190109088486014,14,-233.974281591934,498.658240603223,5.97135270337378,0.00134790984434465
"5712",-0.257434795299381,"+",0.782290989223671,-0.161135927935079,-0.474076413355234,NA,NA,"+",NA,NA,0.0613142187602546,-0.00549519071809493,NA,0.00507630912302376,14,-233.987106828635,498.683891076625,5.99700317677616,0.00133073296575262
"2760",-1.50542005083687,"+",0.619959395635438,-0.406241600580099,NA,NA,NA,"+",0.0685537742714884,NA,0.0650612121789974,NA,-0.17681236475773,NA,13,-235.182733453361,498.698800240055,6.01191234020564,0.00132084979135244
"4824",-0.857345269247431,"+",0.553726900952148,-0.364812526881087,NA,-0.698074933972235,NA,"+",0.0424493915060449,NA,0.0593745086586664,NA,NA,0.188755079856859,14,-233.999765508019,498.709208435394,6.02232053554474,0.00131399381508964
"4808",-2.3738544607011,"+",0.530046694369399,-0.427290490132607,NA,NA,NA,"+",0.127614096386811,NA,0.0627684649035509,NA,NA,0.0854528960703775,13,-235.192261932344,498.717857198021,6.03096929817241,0.0013083238731205
"5828",-1.59311944515843,"+",0.469541403187883,NA,NA,NA,NA,"+",0.0781772501278727,NA,0.0635944209262723,-0.00855495882159864,NA,0.0588649631036623,13,-235.193480196998,498.720293727329,6.03340582748001,0.00130673095888273
"6738",0.26141829394461,"+",NA,NA,NA,-0.886174630211482,NA,"+",NA,NA,0.0450038995357843,NA,0.085486746306116,0.195625318538693,12,-236.369802612459,498.726866371414,6.03997847156541,0.00130244366869533
"1622",0.105794526531607,"+",NA,-0.116231005984141,NA,-0.516891975830647,NA,"+",NA,NA,0.0482415518737241,-0.00636479312108421,NA,NA,12,-236.375587000563,498.738435147624,6.05154724777458,0.00129493157640554
"5740",-0.208548315771154,"+",0.759978935044466,NA,-0.559231551507624,NA,0.116475412162225,"+",NA,NA,0.0586220819802704,-0.004483457456245,NA,0.0723571855679874,14,-234.026938725104,498.763554869563,6.0766669697141,0.00127876912736542
"4944",-0.406967283890068,"+",0.865231226315762,-0.244179527943151,-0.575319482480123,NA,NA,"+",NA,"+",0.0632801492805668,NA,NA,-0.0118203500827954,14,-234.027467246368,498.764611912091,6.07772401224247,0.00127809344926048
"1656",-0.369201609415526,"+",0.586990736993667,-0.331020088457624,NA,-0.477406960370766,-0.055609059041958,"+",NA,NA,0.0651394136563477,-0.00751604290830039,NA,NA,14,-234.030591603932,498.770860627219,6.08397272736966,0.00127410645995868
"1874",0.0353804142707415,"+",NA,NA,NA,-0.512819818087121,NA,"+",NA,"+",0.0495444928472957,-0.0070620795221291,NA,NA,12,-236.394994388765,498.777249924026,6.09036202417713,0.00127004263249635
"3672",-0.399230003951707,"+",0.601850929713629,-0.326882006239789,NA,-0.411318334647413,NA,"+",NA,NA,0.0653464624757307,-0.0070607304875694,-0.0606498022938651,NA,14,-234.047259387745,498.804196194846,6.11730829499675,0.00125304593266194
"5972",-0.300177471796677,"+",0.518452097388376,NA,NA,-0.638063926907595,NA,"+",NA,"+",0.0623274383868734,-0.00724372507409763,NA,0.142336885205904,14,-234.049919211706,498.809515842767,6.12262794291769,0.00124971747957861
"4706",0.0464575675090347,"+",NA,NA,NA,NA,0.323431140862062,"+",NA,NA,0.0494826487557333,NA,NA,0.245279793684448,11,-237.572294931989,498.815475939927,6.1285880400776,0.00124599880444655
"1752",-0.821244145179169,"+",0.562846592434694,-0.339468177956752,NA,-0.422956230407565,NA,"+",0.0264233263240303,NA,0.0647813422408967,-0.00708509552449898,NA,NA,14,-234.054025849949,498.817729119254,6.13084121940483,0.00124459586548924
